fen_board,cp_score
rnbqkbnr/pp2pppp/8/3p4/3P4/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 4,-0.0019
r1bqkbnr/p2p1ppp/1pn1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0163
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5P2/PPPP2PP/RNBQK1NR b KQkq - 0 3,-0.0163
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP1B1PPP/RN1QKBNR b KQkq - 1 4,-0.0165
r2q1rk1/2p1bppp/p1np1n2/1p2pb2/3PP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 1 10,0.0508
rn1qkb1r/4pppp/b2p1n2/2pP4/7P/2N5/PP2PPP1/R1BQKBNR b KQkq - 0 7,0.0062
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQ - 4 9,0.0104
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.0047
rn1qk2r/4ppbp/b2p1np1/2pP4/3N4/2N3P1/PP2PP1P/R1BQKB1R b KQkq - 2 9,-0.0345
r3kb1r/pp1b1ppp/1q2pn2/n2p1B2/3P1B2/2P2N2/PPQ2PPP/RN2K2R b KQkq - 3 11,-0.0518
r1bqkb1r/pp3ppp/2np1n2/4p1B1/3NP1P1/2N5/PPP2P1P/R2QKB1R b KQkq - 0 7,-0.0525
r1bq1rk1/npp1ppbp/p2p1np1/8/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 2 9,0.0131
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/7N/PP2PPPP/RNBQKB1R b KQkq - 1 3,-0.0073
rn2kb1r/pp2pppp/1qP2n2/5b2/8/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 1 7,0.2133
rn1q1b1r/1b1k1ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w - - 4 10,0.0518
rnbqkb1r/ppp1pppp/8/3n4/3P4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 4,0.0047
r1b1kbnr/ppqp1pp1/2n1p3/7p/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 0 7,0.0112
r1bqkb1r/pp2pppp/2np1n2/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 1 6,-0.0196
rnbq1rk1/pp3pbp/3p1np1/2pP2B1/4P3/2N2N2/PP2BPPP/R2QK2R b KQ - 5 9,0.0004
rnb1kbnr/ppp1pppp/3q4/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.0157
rn2kb1r/1bq2ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.0223
rnb1kbnr/pppp1ppp/8/4p1q1/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,0.0263
rnbqkb1r/pppp1ppp/8/8/2Bpn3/1P3N2/P1P2PPP/RNBQK2R b KQkq - 0 5,-0.0301
rnbqkb1r/pppp1ppp/3n4/8/2B5/5N2/PPPQ1PPP/RNB1K2R b KQkq - 2 6,-0.0563
r1bqkb1r/pp3ppp/2np1n2/4p1B1/3NP3/2N5/PPP1KPPP/R2Q1B1R b kq - 1 7,-0.0617
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/3Q4/PP2PPPP/RNB1KBNR b KQkq - 1 4,-0.0131
rnbqkb1r/5ppp/p2ppn2/1p6/1PBNP3/2N5/P1P2PPP/R1BQ1RK1 b kq - 0 8,-0.047
rnbq1rk1/pppp1ppp/4pn2/b7/2PP4/P1N5/1PQ1PPPP/R1B1KBNR w KQ - 1 6,0.0237
rnb1kb1r/3ppppp/P4n2/q1pP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 1 6,0.0176
r1bq1rk1/pp1pppbp/5n2/n3P1p1/3N4/1BN1B3/PPP2PPP/R2QK2R w KQ - 0 10,0.0637
rnbqkb1r/pppp1ppp/8/3np3/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 1 4,0.0532
r1bq1rk1/pp1nbpp1/2p2n2/3p2Bp/3P4/2NBPN2/PPQ2PPP/R3K2R w KQ - 0 10,0.0142
rnbqkb1r/p1pp1ppp/1p6/8/2BQn3/5N2/PPP2PPP/RNB1K2R w KQkq - 0 6,0.0739
r2q1rk1/2p1bppp/p1np1n2/1p2p3/3PP1bN/1BP5/PP3PPP/RNBQR1K1 b - - 2 10,-0.0953
r1bq1bnr/1ppk1ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w - - 2 6,0.027
r1bqrnk1/pp3ppp/2p2n2/3p2B1/1b1P4/2NBPN2/PPQ2PPP/1R3RK1 w - - 9 12,0.0098
rn2kbnr/pp2pppp/2p5/q2P4/6b1/8/PP1PPPBP/RNBQK1NR w KQkq - 1 5,0.0019
r1bqkb1r/pp3ppp/2np1B2/4p3/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 7,0.0097
r1bqkbnr/pppp1ppp/2n1p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0135
r2q1rk1/2p1bppp/p2p1n2/1p2P3/4P1b1/1nP1BN2/PP1N1PPP/R2QR1K1 b - - 1 12,-0.0294
r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQRK2 b kq - 1 7,-0.0443
r1bqk2r/pp1p1pbp/2n1pnp1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQkq - 0 8,0.0059
rnbq1b1r/pp2kp1p/3p1np1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 2 8,0.0264
r1bqkbnr/pp1ppppp/B1n5/8/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4,-0.0571
rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq - 0 2,-0.0346
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P2P2/2N5/PP2P1PP/R1BQKBNR b KQkq - 0 5,-0.0192
rnbqkb1r/ppp2ppp/5n2/3Pp3/3P4/8/PP2PPPP/RNBQKBNR w KQkq e6 0 4,0.0134
rnbqkb1r/pppppp1p/5np1/8/P1PP4/8/1P2PPPP/RNBQKBNR b KQkq - 0 3,-0.0044
rnbqr1k1/1p3pbp/p2p1np1/2pPP3/8/2N5/PP1NBPPP/R1BQ1RK1 b - - 0 11,-0.0073
rnbqkb1r/pp3Npp/3p1n2/2p5/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 5,0.114
r1bqk2r/p2nbppp/2p2n2/1p1p2B1/3P4/2NBP3/PPQ2PPP/R3K1NR w KQkq - 0 9,0.0107
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0119
rnbqkbnr/p1p2ppp/4p3/1p1p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0173
rnbqkb1r/1p2pppp/p2p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,-0.0012
r2q1rk1/3nppb1/b2p1np1/2pP3p/8/2N2NP1/PP2PPBP/R1BQR1K1 w - - 0 12,0.0165
rnbqkbnr/ppp2ppp/8/4P3/2pp4/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5,-0.0338
rnbqkb1r/p2ppppp/5n2/1ppP4/P1P5/8/1P2PPPP/RNBQKBNR b KQkq - 0 4,0.0009
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPPB1PPP/RN1QKB1R b KQkq - 1 5,-0.0434
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/1QN2P2/PP4PP/R1B1KBNR b KQ - 2 6,-0.0043
rnbq1b1r/1p1kpppp/p2p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQ - 2 7,0.0588
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKBR1 b Qkq - 3 6,-0.0109
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPQPPP/RNB1KBNR b KQkq - 1 2,-0.0098
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/7P/PPPP1PP1/RNBQK1NR b KQkq - 0 3,-0.0153
r2qkbnr/1pp2pp1/p1np4/4p2p/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 0 7,0.0106
r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/P4N2/1PP2PPP/RNBQ1RK1 b kq - 0 7,-0.0338
rnbqkbnr/p1pp1ppp/1p6/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,0.0135
r2qkb1r/pp1b1ppp/4pn2/n2p4/3P1B2/1QPB4/PP3PPP/RN2K1NR b KQkq - 1 10,-0.0885
r1bqkbnr/pp1ppp1p/2n5/6p1/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0247
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,-0.0137
r2qkbnr/ppp1pp1p/2np2p1/3P1b2/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,0.0733
r1bqk1nr/ppppbppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.0093
r2qnrk1/2p1bppp/p1np4/1p2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.0136
1r1qkb1r/pp1bpppp/5n2/n2p4/3P1B2/2PB4/PPQ2PPP/RN2K1NR w KQk - 9 10,0.0244
rnbqkbnr/pppp1ppp/8/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 4,0.0365
rnbq1rk1/ppp1nppp/4p3/3pP3/1b1P4/P1NB4/1PP2PPP/R1BQK1NR b KQ - 0 6,0.0028
r1bqkb1r/1ppp1ppp/p4n2/4p3/B2nP3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,0.0227
r2qkbnr/ppp1pp1p/2np2p1/8/N2PP1b1/5N2/PPP2PPP/R1BQKB1R b KQkq - 3 5,-0.0028
r1bqk2r/ppp2ppp/2n5/4P3/2Bp2n1/1N3N2/PP3PPP/R2Q1RK1 b kq - 2 10,-0.0036
r2q1rk1/3nppbp/b2p1np1/2pP4/4P3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 11,-0.0076
r1bqkbnr/pp1ppppp/2n5/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,-0.0033
rnbqkb1r/pp3ppp/3p1n2/2pP2B1/8/2N5/PP2PPPP/R2QKBNR b KQkq - 1 6,0.0008
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,-0.0112
r1bq1rk1/pp1pppbp/5np1/n7/3NP3/1BN1B3/PPP2PPP/R2Q1K1R b - - 9 9,-0.012
rnbqk1nr/ppp2ppp/3p4/4p3/2BPP2b/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.0243
r1bqkb1r/1ppp1ppp/2n2n2/p3p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,0.0169
rnbqkb1r/1p2pppp/p4n2/3p4/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,0.0249
rn1qkb1r/pp1bpppp/5n2/3p4/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0149
rnbqkb1r/ppp1pppp/8/3n4/3P4/7N/PP2PPPP/RNBQKB1R b KQkq - 1 4,-0.0078
rnbqkbnr/p2ppppp/1pp5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0157
rnbqkb1r/pppp1ppp/8/8/2Bpn3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 5,-0.0577
r1bqkb1r/pp1pppp1/2n2n2/7p/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0126
rnbqkb1r/ppp1pppp/8/3n4/3P4/5P2/PP2P1PP/RNBQKBNR b KQkq - 0 4,-0.0147
rnb1kb1r/pp1q1p1p/3p1np1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 8,0.0831
rn1q1rk1/4ppbp/b2p1np1/2pP2B1/8/2N2NP1/PP2PPBP/R2QK2R b KQ - 4 10,0.005
rn1qkb1r/4pp1p/b2p1np1/2pP4/8/2N2N2/PPQ1PPPP/R1B1KB1R b KQkq - 1 8,0.0045
rnbqk2r/ppp1nppp/4p3/3pP3/1bBP4/2N5/PPP2PPP/R1BQK1NR b KQkq - 2 5,-0.0489
r1b1kbnr/npqp1ppp/p3p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 2 8,0.0175
r1bqkbnr/ppp1pp1p/2np4/6p1/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.0289
rnbqkb1r/pp2pppp/5n2/3p4/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0066
rnb1kbnr/ppq1pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.0255
r1b1k1nr/ppp2ppp/2n5/8/2BpP2q/5N2/PP1N1PPP/R2Q1RK1 w kq - 3 9,0.1385
rnbqkbnr/pp2pp1p/8/3p2p1/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 0 5,0.0251
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/8/PPP2PPP/RNBQ1RK1 b kq - 1 8,-0.0515
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/1Q6/PP3PPP/RNB1KBNR b KQkq - 1 4,-0.1477
rnbqkb1r/1p1n1ppp/p2pp3/8/2BNP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 2 8,0.0339
r2qkbnr/ppp1pp1p/2np2p1/8/3PP1b1/5N2/PPP2PPP/RNBQKB1R b KQkq - 3 5,-0.0026
rnbqkbnr/ppp2ppp/8/8/2ppP3/5N2/PPQ2PPP/RNB1KB1R b KQkq - 1 5,-0.0308
rnbq1rk1/ppp1ppbp/3p1np1/8/Q1PPP3/2N2P2/PP4PP/R1B1KBNR b KQ - 2 6,-0.008
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/7N/PPPP1PPP/RNBQK2R b KQkq - 3 3,-0.0168
rnbqkbnr/pp1ppppp/8/2p5/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-0.0068
rnbqkb1r/pp2pppp/2p2n2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4,-0.0077
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N4N/PPP2PPP/R1BQKB1R b KQkq - 3 4,-0.0153
rn1qkbnr/ppp1pppp/8/3p1b2/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 2 3,0.0479
rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/P4N2/1PPP1PPP/RNBQK2R b KQkq - 0 4,-0.0006
r1bqkb1r/ppp1pppp/2np1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,0.0128
r1bq1rk1/pp1pppbp/5np1/n7/3NP3/1BN1B2P/PPP2PP1/R2QK2R b KQ - 0 9,-0.0024
r4rkb/3npp1p/bq1p1np1/2pP4/8/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0174
r1bqkb1r/pp3ppp/2np1n2/4p1B1/3NP2P/2N5/PPP2PP1/R2QKB1R b KQkq - 0 7,-0.0434
r1bqk1nr/ppp2ppp/2n5/8/2BpP3/1P3N2/P2N1PPP/R2QK2R b KQkq - 0 8,-0.0136
r2qkb1r/pp2pppp/5n2/n2Q4/3P1Bb1/2PB4/PP3PPP/RN2K1NR b KQkq - 0 8,-0.1403
rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0125
rnbqkb1r/pppp1ppp/5n2/8/2BpP1Q1/8/PPP2PPP/RNB1K1NR b KQkq - 1 4,-0.1462
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0059
rnbqkb1r/pppp1ppp/4p3/8/2PP2n1/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.0174
rn1qkbnr/pp2pppp/2p5/3p4/1PP3b1/8/P2PPPBP/RNBQK1NR b KQkq - 0 4,-0.0305
r1bqk1nr/pppnbppp/3p4/8/2BNP3/8/PPP2PPP/RNBQKR2 b Qkq - 2 6,-0.0119
1n1qk2r/r3ppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQK2R w KQk - 3 10,0.0148
rnbqk1nr/pp2bppp/2pp4/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,0.0099
1rbqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w k - 1 9,0.0118
rn1qkb1r/ppp1pppp/8/3n4/3PP3/7b/PP3PPP/RNBQKBNR w KQkq - 1 5,0.0588
rnbqr1k1/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1B1QRK1 b - - 7 10,-0.0204
r1bqrnk1/pp2bppp/2p2n2/3p4/3P3B/2NBPN2/PPQ2PPP/R4RK1 b - - 8 11,-0.0018
r1bqk2r/pp1pppbp/2n2np1/8/4P3/2N1B3/PPP1NPPP/R2QKB1R b KQkq - 5 7,-0.0156
rn1q1rk1/4ppbp/b2p1np1/2pP4/1P6/2N2NP1/P3PPBP/R1BQK2R b KQ - 0 10,-0.0389
rn1qkb1r/pp3ppp/5n2/3ppb2/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 0 7,0.0224
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/2N4P/PP2PPP1/R1BQKBNR b KQkq - 0 5,-0.0116
rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0.005
rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,0.0073
r1bqrnk1/pp2bppp/2p5/3p2Bn/3P4/2NBPN2/PPQ2PPP/1R3RK1 w - - 9 12,0.0101
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP1QPP1P/RNB1KB1R b KQkq - 2 5,-0.0098
r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/4RN2/PPPP1PPP/RNBQ2K1 b kq - 1 7,-0.0462
rnbqkb1r/5ppp/3ppn2/pp6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 0 9,0.0289
rnbqk2r/pp3pbp/3p1np1/2pPP3/8/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 8,-0.012
r4rk1/3nppbp/1q1p1np1/2pP4/2b5/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0127
rnb1kbnr/ppp2ppp/8/3q4/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.1402
rnbqk1nr/ppp2ppp/3p4/6b1/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,0.0599
rn1qkb1r/ppp1pppp/5n2/8/3PP3/2N4b/PP3PPP/R1BQKBNR w KQkq - 3 6,0.0656
rnbqkbnr/ppp2ppp/8/4p1B1/2pPP3/8/PP3PPP/RN1QKBNR b KQkq - 1 4,-0.0527
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP1BPPP/RNBQK1NR b KQkq - 1 3,-0.0118
rnbqkb1r/3ppp1p/P4n2/2pP2p1/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 6,0.0281
rnbqkbr1/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQq - 2 5,0.0303
r1bqk2r/ppp2ppp/2n2n2/4P3/2Bp4/5N1P/PP1N1PP1/R2Q1RK1 w kq - 1 11,0.0547
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R b KQkq - 1 4,-0.0008
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNB1QRK1 b kq - 5 6,-0.0034
rnbqkb1r/ppp1pppp/5n2/8/2BPP3/8/PP3PPP/RNBQK1NR b KQkq - 2 5,-0.0096
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQ1K1R b kq - 1 5,-0.0123
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/2NBP3/PP3PPP/R1BQK1NR b KQkq - 2 5,-0.0014
r1bqkb1r/2pp1ppp/p1n5/1p2p3/3P4/1B3Nn1/PPP2PPP/RNBQ1RK1 w kq - 2 8,0.0587
rnbqkb1r/pppp1ppp/5n2/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,-0.1338
r1bqkb1r/pppppppp/n4n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.0124
rn1qkb1r/pbpp1ppp/1p2pn2/8/Q1PP4/5NP1/PP2PP1P/RNB1KB1R b KQkq - 2 5,-0.0079
r1bqnrk1/pp1pppbp/6p1/nN2P3/8/1BN1B3/PPP2PPP/R2QK2R b KQ - 2 10,-0.0102
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/5N2/PPPQ1PPP/RNB1K2R b KQkq - 1 5,-0.0123
r1bqk1nr/pp1pppbp/2n3p1/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 3 6,-0.0456
rnbqkb1r/1p3ppp/p2p1n2/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7,0.0149
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,0.0062
rn1qkb1r/1p2pppp/p1p2n2/3P4/6b1/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 0 6,0.0545
r1bq1rk1/1pp2pbp/p1np1np1/4p3/2PPP3/4BP2/PP2N1PP/R1NQKB1R b KQ - 1 9,-0.0194
r1bqkbnr/pp1ppppp/2n5/4P3/3p4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,-0.0114
rn1qkb1r/pp2pppp/8/3p1b1n/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0301
rnbqkbnr/ppp2ppp/8/8/2ppP3/8/PP1N1PPP/RNBQKB1R b KQkq - 1 5,-0.0256
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5NP1/PPPP1P1P/RNBQ1RK1 b kq - 0 6,-0.0143
r1bqk1nr/ppp2ppp/2n5/8/2BpP3/5N2/PP1N1PPP/R2Q1K1R b kq - 2 8,-0.0113
rnbqkb1r/ppp2ppp/4p3/3P4/3Pn3/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,0.0511
r1bqr1k1/pp1nbppp/2p2n2/3p2B1/3P3N/2NBP3/PPQ2PPP/R3K2R b KQ - 6 10,-0.01
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/7N/PP3PPP/RNBQKB1R b KQkq - 1 4,-0.0201
rnbqkb1r/pppp1ppp/3n4/8/2BQ4/2P2N2/PP3PPP/RNB1K2R b KQkq - 0 6,-0.0162
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/7N/PP2PPPP/RNBQKB1R b KQkq - 1 4,-0.0009
rnbqkbnr/ppp3pp/5p2/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 0 5,0.021
r1bqkbnr/ppp1pp1p/B1np2p1/8/3PP3/2N5/PPP2PPP/R1BQK1NR b KQkq - 1 4,-0.0412
rnb1kb1r/pppp1ppp/3n4/8/2BQ3q/5N2/PPP2PPP/RNB2RK1 w kq - 3 7,0.1295
rnbqk1nr/ppp2ppp/4p3/3P4/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,0.0012
rnbqkb1r/ppp2ppp/8/3p2B1/3P2n1/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,0.1012
rn1qkb1r/4pppp/b2p1n2/2pP4/Q7/2N5/PP2PPPP/R1B1KBNR b KQkq - 1 7,0.0005
rnbqkb1r/pppp1ppp/5n2/4p3/3NP3/8/PPPP1PPP/RNBQKB1R b KQkq - 3 3,-0.0528
r1bq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ - 3 7,0.0114
r1bqkb1r/pp1p1ppp/2n1pn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 5,0.0423
r1b1qrk1/pp1pppbp/2n2np1/8/3NP3/1BN1B3/PPP2PPP/R2QK2R w KQ - 8 9,0.0087
rn1qkb1r/pp2pppp/2p2n2/3P4/3Pb3/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 6,0.0207
r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P2N/1B6/PPPP1PPP/RNBQR1K1 b kq - 1 8,-0.0133
r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNB1QRK1 b kq - 1 6,-0.0073
rn1qkbnr/pp2pppp/2p5/3p4/P1P3b1/8/1P1PPPBP/RNBQK1NR b KQkq - 0 4,-0.024
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P2P/2N5/PP3PP1/R1BQKBNR b KQkq - 0 7,0.0014
r1bqkb1r/pp1ppppp/2n2n2/5N2/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 2 5,-0.0217
r2qkbnr/ppp1pp1p/3p2p1/1N1Pn3/4P1b1/5N2/PPP2PPP/R1BQKB1R b KQkq - 2 6,-0.0054
r1bq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP1P/PP4P1/R2QKBNR b KQ - 0 7,-0.0022
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4,-0.0482
rn1qkb1r/1b3ppp/p2ppn2/1p6/3NP1P1/1BN5/PPP2P1P/R1BQ1RK1 b kq - 0 9,-0.0125
r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 b - - 2 9,0.0
rnbqk2r/pppp1p1p/4pn2/6p1/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5,0.0337
r1b1kbnr/1ppp1ppp/p1n2q2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,0.0144
rnb1kb1r/pppp1ppp/8/8/2BQn2q/5N2/PPP2PPP/RNB1K2R w KQkq - 1 6,0.1366
r1bqr1k1/pp1nbppp/2p2n2/3p2B1/3P4/2NBPN2/PPQ2PPP/1R3RK1 w - - 9 12,0.0097
rnbqkb1r/pppp1ppp/4p2n/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0157
rnbqkbnr/pp2pppp/B2p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-0.0502
rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0159
rnbqk2r/ppppppbp/5np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,0.0028
rnbqkb1r/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB2RK1 w kq - 3 7,0.0999
